Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Supplier Name,Supplier Contact,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Availability (Online/Store),Minimum Order Quantity,Return Policy,Seasonal Product,Supplier Location,Manufacturing Process,Product Ratings,Product Images
K5P94X8K,Smartphone,Electronics,Product_CVYFB,407.68,23,Supplier_8GL,O6A8W@supplier.com,2,17x9x16 cm,2023-03-15,2024-01-01,PDBWX7,"NLI,Y7T",Blue/Medium,Both,4,30 Days,Yes,Location_T0WZI,Automated,4,img_3PH59.jpg
9KRP922Q,Laptop,Clothing,Product_2VL4H,11.91,26,Supplier_KWC,LY1X1@supplier.com,2,10x14x11 cm,2023-07-30,2024-01-01,9YRZXG,"T8J,CIG",Blue/Medium,Online,5,Exchange Only,Yes,Location_EYJH6,Automated,4,img_VL7DM.jpg
X2CSTPCP,Smartphone,Home Appliances,Product_1SVDQ,430.19,28,Supplier_XHJ,MB5YY@supplier.com,3,12x9x15 cm,2023-07-30,2026-01-01,W1P7AY,"325,9D5",Blue/Medium,Online,1,Exchange Only,Yes,Location_CQ32G,Automated,1,img_04BYN.jpg
LBQB3PRW,Headphones,Home Appliances,Product_ONLCP,36.67,68,Supplier_5QK,MYGKX@supplier.com,1,19x12x5 cm,2023-07-30,2026-01-01,SBKAEO,"YYH,XD2",Red/Small,Store,2,No Returns,No,Location_I2INB,Manual,5,img_4D9B0.jpg
6JROO9AM,Smartphone,Electronics,Product_9PEB4,281.98,30,Supplier_0Y9,LG8PM@supplier.com,3,17x12x15 cm,2023-03-15,2026-01-01,APHK6S,"6JX,0EO",Blue/Medium,Both,1,Exchange Only,Yes,Location_NV8EJ,Manual,1,img_2G4MV.jpg
KG0X6KJ4,Monitor,Home Appliances,Product_OZYUZ,95.07,6,Supplier_6X6,VTF18@supplier.com,2,16x5x8 cm,2023-01-01,2026-01-01,IVZHB5,"7EH,UGP",Green/Large,Store,3,No Returns,Yes,Location_ET2CW,Automated,4,img_JKE6B.jpg
4NDHAI51,Headphones,Home Appliances,Product_4TAQW,108.86,20,Supplier_343,PYXWX@supplier.com,1,17x14x20 cm,2023-03-15,2026-01-01,EFE2D1,"0TL,EO2",Blue/Medium,Online,2,Exchange Only,Yes,Location_9M314,Automated,3,img_BWWDB.jpg
306HAUI8,Smartphone,Home Appliances,Product_E4T0X,178.71,71,Supplier_44B,Y81GR@supplier.com,1,7x5x9 cm,2023-01-01,2025-01-01,3A9H7R,"9F9,J28",Green/Large,Store,5,Exchange Only,Yes,Location_T7YK2,Automated,4,img_P78YQ.jpg
0VE8L9SK,Monitor,Clothing,Product_HHHHJ,31.8,94,Supplier_I1V,0YFCO@supplier.com,2,7x11x12 cm,2023-01-01,2025-01-01,2FIX57,"XH0,ETD",Blue/Medium,Online,4,No Returns,Yes,Location_84Q27,Automated,5,img_AIPAY.jpg
6GPT7GT6,Headphones,Home Appliances,Product_2VGTD,71.43,61,Supplier_GL9,MCKSO@supplier.com,2,6x6x11 cm,2023-03-15,2025-01-01,IELDUZ,"DC3,AJ7",Green/Large,Online,1,No Returns,No,Location_FNXL6,Automated,2,img_V76QG.jpg
SAYWDPVW,Smartphone,Electronics,Product_4TDC1,498.1,96,Supplier_VC9,N18C5@supplier.com,3,15x14x15 cm,2023-03-15,2025-01-01,XSJOQJ,"V78,C69",Blue/Medium,Both,2,Exchange Only,Yes,Location_512SL,Automated,5,img_U4PEH.jpg
TRW6THRJ,Monitor,Clothing,Product_FM9TW,301.67,48,Supplier_2EJ,NK0TJ@supplier.com,2,10x20x18 cm,2023-03-15,2024-01-01,2PB3GO,"D45,0X6",Green/Large,Store,1,30 Days,Yes,Location_SPAU0,Automated,2,img_AGHVI.jpg
ZI3SMZHM,Monitor,Electronics,Product_LDCPH,356.33,10,Supplier_QL2,TBDY0@supplier.com,3,19x13x7 cm,2023-07-30,2024-01-01,ZJMGUK,"T2B,VF0",Green/Large,Store,4,30 Days,No,Location_Q2FN2,Automated,2,img_2S8EP.jpg
SBDBE3D5,Smartphone,Home Appliances,Product_YO0I8,382.18,15,Supplier_FLH,SAF24@supplier.com,2,14x7x5 cm,2023-07-30,2024-01-01,39WNN3,"MLZ,75G",Blue/Medium,Both,5,Exchange Only,No,Location_M70N7,Manual,4,img_0PHWQ.jpg
G7IUGOMJ,Monitor,Electronics,Product_BBIKB,265.41,17,Supplier_2YH,SVDPO@supplier.com,2,20x17x20 cm,2023-01-01,2025-01-01,F11J26,"7CH,5V1",Blue/Medium,Store,4,30 Days,Yes,Location_35Y7E,Automated,2,img_XW9CK.jpg
6ASDCH1M,Monitor,Home Appliances,Product_EBN5J,241.03,10,Supplier_GG8,ZTQLY@supplier.com,2,20x14x17 cm,2023-07-30,2026-01-01,83SCAJ,"1ZZ,90R",Blue/Medium,Both,3,Exchange Only,Yes,Location_5LYAS,Automated,3,img_GRZL8.jpg
U9G7C0TE,Headphones,Electronics,Product_WNNVI,465.59,94,Supplier_Y7G,CP7KC@supplier.com,1,8x16x14 cm,2023-07-30,2024-01-01,7OJ6M1,"4KF,IDB",Blue/Medium,Both,2,Exchange Only,Yes,Location_A1JNT,Manual,4,img_VLHGO.jpg
RVIWY19X,Smartphone,Clothing,Product_PWIUI,123.74,3,Supplier_3Q8,GB9UB@supplier.com,2,6x19x15 cm,2023-03-15,2025-01-01,NXAA21,"D6N,MIW",Green/Large,Both,3,No Returns,No,Location_BLJ2H,Automated,3,img_ZKXD0.jpg
NC8T5INB,Monitor,Electronics,Product_XL3IM,298.73,97,Supplier_2ZH,8Y5U6@supplier.com,1,16x12x5 cm,2023-01-01,2026-01-01,R6M5B0,"9L1,8D0",Green/Large,Both,4,Exchange Only,Yes,Location_1MUNX,Manual,2,img_65U7I.jpg
QU23UX1L,Headphones,Electronics,Product_RX2CM,291.4,10,Supplier_U1U,LIQ61@supplier.com,1,10x17x11 cm,2023-07-30,2026-01-01,L3CTSS,"BVE,O9Y",Green/Large,Store,4,Exchange Only,No,Location_AVMJF,Manual,3,img_3B9X5.jpg
Z08V1VRA,Headphones,Electronics,Product_SGZU6,336.5,15,Supplier_U0Y,JQAM3@supplier.com,1,20x17x6 cm,2023-01-01,2024-01-01,8YZN5Y,"DBS,Z40",Blue/Medium,Online,2,Exchange Only,Yes,Location_74KW4,Automated,5,img_8881H.jpg
HX2TDCJU,Laptop,Clothing,Product_8W8U8,431.0,17,Supplier_CJM,GZU12@supplier.com,3,9x11x20 cm,2023-03-15,2026-01-01,FNBL79,"SIE,CQO",Blue/Medium,Both,2,No Returns,No,Location_7F54W,Manual,3,img_MSGBJ.jpg
EA7HK9ID,Smartphone,Home Appliances,Product_F6IOL,246.05,90,Supplier_2MW,ELI9Z@supplier.com,2,20x20x10 cm,2023-07-30,2025-01-01,19XE5J,"V2Q,UX1",Blue/Medium,Store,4,Exchange Only,Yes,Location_9JM6O,Manual,2,img_SV6HL.jpg
T5UUDBCH,Monitor,Clothing,Product_MRL9F,131.67,20,Supplier_F56,U4N2D@supplier.com,1,18x10x8 cm,2023-01-01,2025-01-01,GMC1FI,"GYU,C73",Blue/Medium,Both,4,30 Days,Yes,Location_X005D,Manual,4,img_WVMV2.jpg
LQ3SI2BJ,Smartphone,Home Appliances,Product_BEF90,433.81,91,Supplier_YHA,OWZ82@supplier.com,3,10x12x13 cm,2023-07-30,2024-01-01,T8FWAQ,"5BY,UVI",Red/Small,Store,1,No Returns,Yes,Location_CKW2P,Manual,3,img_HE3ZV.jpg
2XU9RNJX,Headphones,Electronics,Product_WUDHJ,416.82,41,Supplier_VSX,TVHPW@supplier.com,3,15x18x11 cm,2023-07-30,2026-01-01,LENYQ9,"NLP,QLA",Green/Large,Store,1,Exchange Only,Yes,Location_LO18C,Automated,1,img_Z3QMG.jpg
V3YJ58GB,Smartphone,Electronics,Product_RD117,164.19,54,Supplier_BMT,54SEK@supplier.com,1,19x5x17 cm,2023-03-15,2025-01-01,Z1CVUO,"0JX,B9L",Green/Large,Online,1,No Returns,Yes,Location_3RILK,Automated,1,img_LL5XO.jpg
J10GNPYU,Laptop,Clothing,Product_10GD6,139.65,70,Supplier_ALS,1CSH0@supplier.com,2,10x17x10 cm,2023-07-30,2026-01-01,SHA043,"72S,AML",Green/Large,Both,5,No Returns,No,Location_LM5Y7,Manual,1,img_7GSX8.jpg
N5R49AGH,Headphones,Home Appliances,Product_WJ6SL,314.44,79,Supplier_7CG,4CZ82@supplier.com,1,19x16x7 cm,2023-01-01,2024-01-01,L0YQMJ,"C87,3UR",Green/Large,Both,4,No Returns,No,Location_0XDHQ,Automated,4,img_2FTVB.jpg
U5F5E4ZC,Laptop,Home Appliances,Product_UVVSI,207.45,85,Supplier_XH8,QI1A8@supplier.com,2,8x14x18 cm,2023-01-01,2026-01-01,ZRRA1H,"FOT,8CR",Green/Large,Store,5,30 Days,No,Location_CQAYY,Manual,1,img_GO2WI.jpg
OJ8BDVMH,Smartphone,Electronics,Product_UBOV8,188.69,54,Supplier_P6I,EOOR9@supplier.com,1,17x13x20 cm,2023-01-01,2026-01-01,LTCN1Q,"O5R,4Q2",Blue/Medium,Store,2,No Returns,No,Location_79BH5,Manual,2,img_M9U3C.jpg
7H1B0WAS,Headphones,Clothing,Product_7SGYK,271.05,60,Supplier_TKV,59V8D@supplier.com,1,8x5x13 cm,2023-07-30,2026-01-01,VJLO0T,"CTN,B88",Red/Small,Store,4,Exchange Only,Yes,Location_CGL4N,Automated,1,img_M207E.jpg
3UMT7XRI,Laptop,Home Appliances,Product_YRWDS,220.42,63,Supplier_AD0,WEVK8@supplier.com,2,11x20x9 cm,2023-07-30,2025-01-01,5W6EUW,"J9F,XHC",Blue/Medium,Both,3,No Returns,No,Location_QOB36,Automated,2,img_IWT0E.jpg
ZW16FWPW,Headphones,Home Appliances,Product_7ZCX7,415.34,74,Supplier_VPH,LF457@supplier.com,3,13x10x10 cm,2023-01-01,2024-01-01,DPI4YJ,"8LD,HDE",Red/Small,Online,3,Exchange Only,Yes,Location_IE5QK,Manual,4,img_L7EWJ.jpg
C29FY88K,Monitor,Electronics,Product_5EL5L,141.09,40,Supplier_E73,DDWL4@supplier.com,2,11x7x5 cm,2023-07-30,2026-01-01,ZXXLHS,"RH7,EVJ",Blue/Medium,Store,5,No Returns,No,Location_W01FD,Manual,3,img_R5T57.jpg
5ZSDKMEH,Monitor,Clothing,Product_7O906,16.83,72,Supplier_E6E,INPSX@supplier.com,1,12x11x9 cm,2023-03-15,2026-01-01,0WNL6E,"HZ8,5ZF",Green/Large,Both,4,Exchange Only,No,Location_6DXWY,Automated,2,img_B3C97.jpg
YBGIAEWV,Monitor,Home Appliances,Product_VALB8,370.19,7,Supplier_ZBX,19LSC@supplier.com,3,12x14x7 cm,2023-07-30,2024-01-01,URNGRQ,"XDI,RNQ",Green/Large,Online,5,30 Days,No,Location_78DTK,Automated,2,img_8LUJI.jpg
QSEAU5O2,Laptop,Clothing,Product_U2B4H,97.95,33,Supplier_HLD,WCOOC@supplier.com,1,11x17x12 cm,2023-07-30,2024-01-01,YFAXA4,"KPP,U4V",Red/Small,Store,4,Exchange Only,No,Location_5896U,Manual,1,img_D1X28.jpg
8T6CQOT5,Laptop,Home Appliances,Product_B8GD9,243.35,9,Supplier_H95,23YYL@supplier.com,3,6x8x15 cm,2023-03-15,2024-01-01,BRE7KC,"XV6,629",Blue/Medium,Both,1,No Returns,Yes,Location_RCU5B,Manual,1,img_ZTGF7.jpg
7HECHUC3,Smartphone,Home Appliances,Product_C9GK2,239.05,86,Supplier_WR1,EFGX8@supplier.com,1,19x16x13 cm,2023-03-15,2024-01-01,0ULLX8,"SXU,PLZ",Green/Large,Online,1,Exchange Only,Yes,Location_BKJGV,Manual,3,img_3CNAU.jpg
O5MW8R0H,Monitor,Home Appliances,Product_XNPT1,50.56,46,Supplier_4CF,XX3F2@supplier.com,1,6x8x13 cm,2023-01-01,2026-01-01,ZY4NJZ,"UI5,XJB",Red/Small,Store,2,No Returns,Yes,Location_ATLJN,Manual,4,img_1JYHP.jpg
VHOEJR5E,Smartphone,Electronics,Product_HIE22,108.64,16,Supplier_P79,NXWNZ@supplier.com,2,6x12x5 cm,2023-03-15,2025-01-01,FVBURR,"D2P,VC5",Blue/Medium,Store,1,No Returns,No,Location_WDPNJ,Manual,4,img_4K1U9.jpg
Y1WDXGDV,Laptop,Clothing,Product_B2Z7D,302.25,39,Supplier_UMY,5WDP0@supplier.com,2,20x8x5 cm,2023-01-01,2026-01-01,FFMN8Q,"LQG,NOR",Blue/Medium,Both,5,30 Days,Yes,Location_PHY0M,Manual,3,img_H3ULJ.jpg
IKEDWFFB,Smartphone,Electronics,Product_BAB0Q,366.18,81,Supplier_DLC,AU68E@supplier.com,1,16x11x11 cm,2023-01-01,2026-01-01,VUJ8TM,"PU9,G8S",Red/Small,Online,4,No Returns,No,Location_6ZXSU,Manual,2,img_IFSFB.jpg
K8DJ0X17,Laptop,Clothing,Product_764VS,345.17,5,Supplier_6B6,TYEM2@supplier.com,2,9x14x12 cm,2023-03-15,2025-01-01,MRBRKD,"N4H,1M2",Red/Small,Online,3,No Returns,Yes,Location_AAA8J,Automated,4,img_H98AW.jpg
H53KHRAE,Headphones,Electronics,Product_OCWV9,214.19,7,Supplier_VBC,N8Z6K@supplier.com,1,13x10x13 cm,2023-01-01,2024-01-01,NSQ06U,"OQR,LPI",Blue/Medium,Store,2,No Returns,Yes,Location_Z3IUC,Automated,4,img_YSFC9.jpg
7A2GYBSI,Headphones,Clothing,Product_WSO55,94.27,66,Supplier_O42,RXMV5@supplier.com,2,6x19x5 cm,2023-01-01,2026-01-01,193Y49,"8EZ,O58",Blue/Medium,Both,4,Exchange Only,No,Location_1SH67,Automated,5,img_TY08X.jpg
D235S6A8,Laptop,Clothing,Product_6EZY4,176.11,62,Supplier_LEI,WYIHL@supplier.com,3,19x5x17 cm,2023-07-30,2024-01-01,DTS99D,"HGM,P1F",Green/Large,Both,4,30 Days,No,Location_KZON3,Automated,4,img_93U1X.jpg
12RYEV6U,Smartphone,Home Appliances,Product_QJTD2,105.49,31,Supplier_72M,58NQF@supplier.com,3,20x18x18 cm,2023-01-01,2024-01-01,KL3ZET,"56G,UB5",Red/Small,Both,5,No Returns,Yes,Location_VZJMS,Manual,3,img_Q26I7.jpg
7FK3MUYC,Laptop,Home Appliances,Product_9HNA6,139.09,97,Supplier_52Z,4E8IE@supplier.com,1,16x11x9 cm,2023-07-30,2025-01-01,57DJUG,"S1B,ST1",Red/Small,Store,5,No Returns,Yes,Location_82F12,Automated,5,img_IGIJW.jpg
7KLYHXE4,Headphones,Clothing,Product_ADRLI,432.42,67,Supplier_60R,02MHC@supplier.com,1,20x20x6 cm,2023-01-01,2026-01-01,A7SVE9,"EMZ,9RM",Red/Small,Store,3,No Returns,No,Location_YDV79,Manual,5,img_QAT5O.jpg
7JBEH6ND,Laptop,Clothing,Product_J3FYY,13.77,34,Supplier_YWI,HZ4L5@supplier.com,1,5x14x5 cm,2023-03-15,2025-01-01,MU2QDY,"JXZ,ATF",Green/Large,Both,1,30 Days,No,Location_BBL90,Automated,5,img_ZHNO6.jpg
UH5HHEHQ,Smartphone,Electronics,Product_MAJ96,326.45,82,Supplier_9ZL,HKQLH@supplier.com,3,6x18x16 cm,2023-03-15,2025-01-01,9UFJQ9,"E35,RWB",Blue/Medium,Online,2,30 Days,No,Location_N377X,Automated,4,img_HT5DB.jpg
TRFHQKPB,Headphones,Clothing,Product_4PPNB,11.12,98,Supplier_SN0,5IMID@supplier.com,3,13x5x20 cm,2023-01-01,2026-01-01,PQ830L,"9R8,NS1",Red/Small,Both,3,Exchange Only,No,Location_CGF9E,Automated,5,img_XR3ZU.jpg
JP63L3B8,Monitor,Electronics,Product_VKS8X,16.21,15,Supplier_48O,DB8X7@supplier.com,1,5x8x8 cm,2023-07-30,2024-01-01,K6CQY3,"N6R,CVG",Green/Large,Online,3,30 Days,Yes,Location_QO7FW,Automated,2,img_8OXZN.jpg
8T6FM32E,Laptop,Home Appliances,Product_4SW1Q,10.29,99,Supplier_6GG,N8GRU@supplier.com,3,20x6x15 cm,2023-07-30,2026-01-01,SG6Z5Q,"N6M,Z0T",Green/Large,Store,3,Exchange Only,Yes,Location_EU64X,Automated,3,img_K2XJL.jpg
CDAG3V0I,Laptop,Home Appliances,Product_BW1EW,319.85,51,Supplier_IRY,DW8E5@supplier.com,2,11x19x17 cm,2023-07-30,2026-01-01,ETJSXO,"FHQ,E7W",Green/Large,Store,2,No Returns,No,Location_KSIMT,Manual,3,img_UZ97D.jpg
7S2XXSR9,Headphones,Electronics,Product_RXOS2,317.51,66,Supplier_KCP,JKR8M@supplier.com,3,20x10x16 cm,2023-01-01,2025-01-01,PPKO18,"2VS,KWU",Red/Small,Store,3,No Returns,Yes,Location_4CLIW,Manual,5,img_OFSU8.jpg
RRIO4SK1,Smartphone,Clothing,Product_G3GO9,376.82,2,Supplier_72X,M67H5@supplier.com,2,20x16x18 cm,2023-03-15,2025-01-01,VH4ZHP,"9WJ,HTG",Red/Small,Both,1,30 Days,Yes,Location_NN9I1,Automated,5,img_LIP4R.jpg
6AX16M26,Smartphone,Clothing,Product_NAUD1,220.59,40,Supplier_CKK,G3XQY@supplier.com,3,8x8x5 cm,2023-03-15,2025-01-01,ZF0L7P,"2YR,2LF",Green/Large,Both,2,30 Days,Yes,Location_UARE0,Manual,3,img_F9GMR.jpg
IRSOALJ5,Monitor,Clothing,Product_IIVEZ,76.99,25,Supplier_9HM,CP6UL@supplier.com,2,15x9x7 cm,2023-01-01,2025-01-01,8F62HB,"3VJ,80P",Green/Large,Store,2,Exchange Only,Yes,Location_P11QQ,Manual,5,img_JEDQB.jpg
YBW2P6CT,Monitor,Clothing,Product_PJPR1,181.3,18,Supplier_XQN,MKX2U@supplier.com,3,9x19x18 cm,2023-07-30,2026-01-01,G29EA2,"TI8,KZZ",Blue/Medium,Both,3,30 Days,No,Location_LT60E,Manual,2,img_V85M7.jpg
RO2O5EM3,Laptop,Electronics,Product_ESTI9,426.96,81,Supplier_BH1,8SGEA@supplier.com,1,8x8x5 cm,2023-01-01,2026-01-01,TOO1UG,"LHR,NMY",Green/Large,Both,4,30 Days,No,Location_WCQ9F,Automated,5,img_AWE2N.jpg
KOVMZASD,Monitor,Clothing,Product_8LH6V,24.86,68,Supplier_DND,H84LJ@supplier.com,2,13x19x14 cm,2023-07-30,2025-01-01,VIBOAC,"VUG,1MM",Red/Small,Store,5,30 Days,Yes,Location_LFMZ8,Manual,3,img_6OXSN.jpg
AGE6OU6I,Smartphone,Electronics,Product_TESGI,239.76,94,Supplier_22U,2P3PG@supplier.com,3,17x12x20 cm,2023-07-30,2024-01-01,MKMY9B,"CIR,4PO",Green/Large,Store,5,30 Days,No,Location_QHGIV,Manual,5,img_QIVCC.jpg
3ASJYYJF,Laptop,Home Appliances,Product_N1VLK,486.29,3,Supplier_NFD,7M2H0@supplier.com,1,16x20x17 cm,2023-03-15,2026-01-01,IFJH0N,"79W,NN0",Blue/Medium,Both,1,30 Days,Yes,Location_HX1ZJ,Manual,2,img_X0VU8.jpg
00VUTB5L,Monitor,Clothing,Product_0ODSX,178.55,85,Supplier_RJN,YOW4Z@supplier.com,1,7x20x16 cm,2023-03-15,2024-01-01,HW5JU6,"Y5W,7C6",Blue/Medium,Store,4,Exchange Only,No,Location_16OHJ,Automated,4,img_FJXSM.jpg
CYT7HJAT,Smartphone,Home Appliances,Product_07IA2,95.59,39,Supplier_DNA,4R29T@supplier.com,3,7x17x18 cm,2023-03-15,2026-01-01,GBEAQZ,"MUM,U1E",Green/Large,Store,5,Exchange Only,No,Location_1B5P1,Automated,1,img_JE7NH.jpg
GIYXSQXO,Smartphone,Electronics,Product_DG1B6,156.67,56,Supplier_8DS,FTLQZ@supplier.com,1,20x11x15 cm,2023-07-30,2025-01-01,QW07R2,"3RP,O7V",Blue/Medium,Online,3,No Returns,No,Location_S5F90,Automated,4,img_US6TE.jpg
MP8JG9V3,Laptop,Clothing,Product_CE4BU,244.75,98,Supplier_47T,NN7F5@supplier.com,2,17x14x12 cm,2023-03-15,2024-01-01,9WHNJP,"244,PB2",Green/Large,Both,2,No Returns,No,Location_BZDXD,Automated,1,img_748G5.jpg
R8NVFHGH,Headphones,Electronics,Product_032OF,413.96,86,Supplier_J89,5K4X8@supplier.com,1,19x18x10 cm,2023-01-01,2025-01-01,IP82PM,"AWX,6L8",Green/Large,Online,2,30 Days,Yes,Location_SDGPV,Automated,1,img_G07LJ.jpg
ER7PSR59,Monitor,Electronics,Product_1DCDC,420.85,21,Supplier_PZA,3V8B4@supplier.com,1,5x10x8 cm,2023-03-15,2024-01-01,GJZQDO,"F3C,2GL",Red/Small,Online,1,Exchange Only,Yes,Location_6N1SH,Automated,1,img_0AH3S.jpg
VHT6F7JT,Monitor,Home Appliances,Product_K43UL,152.3,58,Supplier_307,NGWEF@supplier.com,3,18x6x18 cm,2023-07-30,2026-01-01,559UXA,"ATO,YSN",Red/Small,Both,1,No Returns,Yes,Location_FF0H6,Manual,3,img_Q3QI1.jpg
IH4RENVM,Laptop,Clothing,Product_81A6S,457.5,94,Supplier_MHZ,Y90JB@supplier.com,3,5x13x19 cm,2023-07-30,2025-01-01,FP5DO8,"X2K,4KI",Blue/Medium,Store,5,Exchange Only,Yes,Location_XHU62,Automated,5,img_NKRY4.jpg
UC0R99SD,Monitor,Electronics,Product_X3OAB,259.23,61,Supplier_N7H,LCDNB@supplier.com,1,8x14x7 cm,2023-07-30,2024-01-01,6JY1WV,"X86,YKQ",Red/Small,Online,5,Exchange Only,Yes,Location_R1R34,Manual,3,img_HPIBD.jpg
2WQG3IBU,Laptop,Home Appliances,Product_WHOXO,325.81,20,Supplier_S5Y,UMLIN@supplier.com,1,18x10x6 cm,2023-03-15,2025-01-01,15FQP0,"Q2U,KEF",Red/Small,Store,3,No Returns,Yes,Location_TQO8Z,Automated,4,img_BUIJ2.jpg
FDEF5C3P,Laptop,Clothing,Product_86HN4,290.62,57,Supplier_GDZ,Y5BYX@supplier.com,1,19x16x11 cm,2023-03-15,2026-01-01,Y322ZZ,"LNZ,NZ2",Red/Small,Store,3,No Returns,No,Location_2M2YK,Automated,5,img_03TZA.jpg
SBV9WYXL,Headphones,Electronics,Product_FPVR2,286.17,11,Supplier_OOT,MX6XZ@supplier.com,2,11x15x19 cm,2023-01-01,2025-01-01,U2J98F,"138,CCM",Blue/Medium,Store,1,No Returns,No,Location_1GQL0,Manual,3,img_D4Q3P.jpg
VATL4LS4,Headphones,Home Appliances,Product_NK609,161.06,76,Supplier_0ZT,WOGXJ@supplier.com,3,13x16x18 cm,2023-01-01,2026-01-01,9P797S,"W8N,6E1",Red/Small,Store,1,30 Days,No,Location_GYAQH,Automated,2,img_8BSFQ.jpg
FT9XA2V1,Headphones,Electronics,Product_BEAEU,362.83,56,Supplier_NQ0,FYUHG@supplier.com,1,8x9x15 cm,2023-03-15,2025-01-01,WMWZCL,"IY9,R1U",Green/Large,Store,5,Exchange Only,Yes,Location_ZDONW,Automated,5,img_F1LW2.jpg
YNKO6R2F,Monitor,Electronics,Product_2G5YF,90.02,64,Supplier_XGX,RPS4Q@supplier.com,1,13x10x13 cm,2023-03-15,2026-01-01,FY9692,"61N,WKW",Green/Large,Both,4,Exchange Only,Yes,Location_EPJ6G,Manual,3,img_C3AHB.jpg
XM7HRD6B,Laptop,Electronics,Product_1ZAZ2,188.53,27,Supplier_HTQ,0VP7W@supplier.com,1,9x17x11 cm,2023-03-15,2026-01-01,G64LI7,"JZQ,LQK",Blue/Medium,Store,4,30 Days,No,Location_01E8C,Manual,5,img_XLJVI.jpg
E758XC22,Laptop,Home Appliances,Product_2COCI,275.55,80,Supplier_MMN,42ZS3@supplier.com,3,11x16x7 cm,2023-01-01,2024-01-01,UN98LD,"UHL,NJM",Red/Small,Online,4,30 Days,No,Location_77COE,Automated,1,img_ZYN8V.jpg
92D9IKI7,Smartphone,Home Appliances,Product_O15XF,335.54,1,Supplier_73V,WLIW3@supplier.com,2,20x15x5 cm,2023-07-30,2026-01-01,ZLVNCD,"AS7,GL5",Green/Large,Online,2,No Returns,No,Location_YXKVV,Automated,5,img_AB45W.jpg
NWFXOQ8S,Headphones,Home Appliances,Product_WUAC8,476.61,48,Supplier_ZV7,SUBE7@supplier.com,1,12x9x9 cm,2023-07-30,2025-01-01,PQX3N0,"LWS,EUB",Blue/Medium,Both,1,No Returns,No,Location_BG9BQ,Automated,1,img_9CB8M.jpg
WYFEDUFH,Monitor,Clothing,Product_RO15S,439.19,59,Supplier_9R5,FHYQA@supplier.com,2,7x15x15 cm,2023-07-30,2026-01-01,QTXP7M,"L5S,HFD",Green/Large,Store,4,No Returns,No,Location_HUSRO,Automated,2,img_L7GL5.jpg
QE2BVD4B,Monitor,Electronics,Product_RIFS7,132.19,68,Supplier_SVF,3ECWU@supplier.com,2,7x15x11 cm,2023-01-01,2026-01-01,T2DDV5,"BDY,L8M",Green/Large,Both,5,30 Days,No,Location_RG30J,Automated,2,img_636WU.jpg
FDHJXZJ1,Monitor,Home Appliances,Product_5ZTO0,267.72,57,Supplier_AY2,1P0ZF@supplier.com,3,12x9x13 cm,2023-07-30,2024-01-01,2N167L,"J13,1JM",Green/Large,Store,2,30 Days,Yes,Location_1HHN6,Manual,5,img_9CCXH.jpg
TXZOGWFR,Headphones,Home Appliances,Product_ILPBT,49.88,44,Supplier_BQ9,CUKMI@supplier.com,3,5x5x20 cm,2023-01-01,2025-01-01,81UKXF,"AT7,MBP",Blue/Medium,Online,3,30 Days,No,Location_1NDCY,Manual,3,img_88J95.jpg
Y0TCBF0R,Smartphone,Clothing,Product_WLYWF,279.38,33,Supplier_7NQ,E9T22@supplier.com,1,8x15x5 cm,2023-01-01,2024-01-01,7BMNMR,"HAH,7K3",Blue/Medium,Store,3,No Returns,Yes,Location_2BGXV,Manual,2,img_ZAXSG.jpg
K32L0C3G,Smartphone,Home Appliances,Product_V8DJ2,40.06,87,Supplier_TWO,Z7UMT@supplier.com,2,9x17x19 cm,2023-03-15,2024-01-01,FZ6RHG,"585,3PO",Green/Large,Online,1,Exchange Only,No,Location_0WMNQ,Manual,5,img_VHRR8.jpg
F5YFUZJ2,Headphones,Clothing,Product_T3TFL,299.64,64,Supplier_YAN,PKR4Q@supplier.com,2,13x7x9 cm,2023-01-01,2026-01-01,GAU5MD,"CFJ,O6E",Red/Small,Online,2,Exchange Only,No,Location_C2YHG,Manual,4,img_FWY90.jpg
ZZDIX25Y,Headphones,Electronics,Product_JU3BF,281.61,29,Supplier_6L0,K0TWP@supplier.com,1,9x14x14 cm,2023-03-15,2025-01-01,GMQ6DH,"97U,U5X",Blue/Medium,Online,5,Exchange Only,Yes,Location_C8AAG,Manual,5,img_6YXGA.jpg
P968O9AN,Monitor,Electronics,Product_TOYZG,407.63,84,Supplier_LVG,55SK8@supplier.com,3,10x14x6 cm,2023-01-01,2026-01-01,IY67ZX,"CIO,0D4",Blue/Medium,Store,2,No Returns,No,Location_QAMYO,Automated,3,img_2K3W5.jpg
RGW6MYD1,Smartphone,Home Appliances,Product_61VTD,363.53,14,Supplier_SDX,XFH6W@supplier.com,1,7x20x6 cm,2023-01-01,2025-01-01,XR4818,"YSI,C3E",Blue/Medium,Both,5,Exchange Only,Yes,Location_JG8A2,Automated,4,img_AIQTR.jpg
VIH33P3E,Smartphone,Clothing,Product_AKEYH,176.55,3,Supplier_LKL,AOMJK@supplier.com,3,6x8x5 cm,2023-07-30,2026-01-01,PJC6JC,"I4L,JLE",Blue/Medium,Both,5,Exchange Only,No,Location_R78RM,Manual,2,img_0KXPM.jpg
