Order ID,Tracking ID,Shipment Mode,Shipping Address,Delivery Date,Order Value,Product Description,Shipment Status,Order Total,Product ID,Return Status,Estimated Delivery Date,Customs Clearance Status,Tracking Events,Shipment Cost
ZTA1M4ZLE7,ED8YV43B,Land,"DVY3PQLFFN Street, City, Country",2023-12-15,75.08,Product_J6TJ6,Shipped,584.22,94XWTW0V,Returned,2023-12-10,Pending,Event_SMC7N,19.71
L30G6SAO70,DA6BKQSI,Land,"WTXB8QB6XC Street, City, Country",2023-12-20,498.49,Product_2POC7,Shipped,432.88,0STE6ZJE,Not Returned,2023-12-15,Pending,Event_YDMLC,10.36
Q9HZ6YZWRZ,HWRKXQO3,Land,"D3BCDY6SIO Street, City, Country",2023-12-15,137.58,Product_CUEY4,Delivered,605.03,U4UKQ6SI,Not Returned,2023-12-20,Cleared,Event_ODDSK,18.11
HVQKL9PCVY,EQBQZGLQ,Sea,"BVC356HBL3 Street, City, Country",2023-12-10,492.83,Product_RJ9JV,Shipped,763.28,RLMJKC2C,Not Returned,2023-12-10,Pending,Event_Q9WCR,22.78
4NY10ZEEYO,MEB75VSZ,Land,"LTBGO3HIWU Street, City, Country",2023-12-10,129.6,Product_S9Z5M,Shipped,939.38,WDYTG06Y,Returned,2023-12-15,Pending,Event_SW3NA,20.12
G3FHT9MPJS,RE834SXR,Sea,"FOZBBXMAOP Street, City, Country",2023-12-15,477.44,Product_6LHGY,Delivered,609.22,ZZMI00YP,Returned,2023-12-20,Pending,Event_H2AYV,21.28
JV172JK77S,BPEHKO6U,Land,"63K91I9HY1 Street, City, Country",2023-12-15,452.44,Product_WD3M4,Shipped,771.9,98LGOPTW,Not Returned,2023-12-15,Cleared,Event_I4E02,37.45
27KT09DNNQ,UHEQHAQD,Land,"YEANWKU48X Street, City, Country",2023-12-15,322.98,Product_UHDYS,Shipped,350.05,SYAIWXGQ,Not Returned,2023-12-10,Pending,Event_9B8N2,34.84
F3R5BAGHDP,H4CLEJUZ,Air,"EYOG3DWBA3 Street, City, Country",2023-12-20,486.35,Product_6RP5K,In Transit,107.22,BNOXUHGU,Returned,2023-12-15,Pending,Event_2HS6Y,13.0
K58XE63DIG,86YZXRYC,Land,"VEM8FY4EE9 Street, City, Country",2023-12-20,409.26,Product_A3M7V,Delivered,683.59,JIV425R3,Not Returned,2023-12-10,Pending,Event_UCW70,34.33
BYBJ9NI3RG,6LNG4E4B,Sea,"5R1FS5RUY0 Street, City, Country",2023-12-15,458.79,Product_MP3FL,Shipped,221.08,EL5X6U98,Returned,2023-12-10,Pending,Event_D6KY4,20.77
XS8VRTJI0V,0ZI2FNS9,Land,"3636IKRFXS Street, City, Country",2023-12-15,258.03,Product_0LMR3,Delivered,691.7,X3EU2X3G,Returned,2023-12-20,Cleared,Event_SKBMY,16.17
2UUESKT5QE,LMZH634B,Air,"J2E202B8VZ Street, City, Country",2023-12-15,115.3,Product_V6PU8,In Transit,692.68,MUQ5M27H,Returned,2023-12-10,Pending,Event_URTHG,43.91
LG0RMW8FPX,HCI1IJD0,Land,"HBWYCE47N8 Street, City, Country",2023-12-15,138.67,Product_PHNHA,In Transit,954.53,CLE7IF3A,Returned,2023-12-15,Cleared,Event_XS4ID,15.31
P2WALWWIKK,MSEAFREY,Land,"LIUTMA7MS5 Street, City, Country",2023-12-20,294.65,Product_ZAI9W,Delivered,714.24,0P613LHL,Returned,2023-12-15,Cleared,Event_72J18,19.53
U0PWKWQ3HV,RHAUJ9VC,Air,"6Z4GRMH8HU Street, City, Country",2023-12-20,82.64,Product_GDDE6,Shipped,685.64,66QMHSC6,Not Returned,2023-12-15,Pending,Event_HOAUC,44.26
YXYHSNTGLL,ZXCGU2CD,Sea,"7B0DCQ3XKV Street, City, Country",2023-12-15,82.19,Product_GICER,Delivered,125.92,UN6KJ860,Not Returned,2023-12-10,Cleared,Event_ZK20X,19.47
A9BSIX9VN3,IAU7EVIP,Air,"MUD1W3ADO6 Street, City, Country",2023-12-20,415.13,Product_02LPY,Delivered,428.31,C9IOPAVN,Returned,2023-12-20,Cleared,Event_G3OSZ,30.65
C2IJXQJKE4,YLX4MD55,Air,"CF16AIBPOL Street, City, Country",2023-12-15,270.16,Product_0ILKN,In Transit,172.46,7D86QOLR,Not Returned,2023-12-10,Pending,Event_QYV14,39.77
0VRWQNUILY,IOOARVFJ,Air,"OJP4F6IYQN Street, City, Country",2023-12-20,213.26,Product_25FXN,In Transit,536.08,T48KRVZQ,Not Returned,2023-12-10,Cleared,Event_TFQ6N,31.18
X7NTQGT4TO,TQYJIU5U,Sea,"3D4UU2XUWR Street, City, Country",2023-12-20,110.8,Product_WQQU9,Shipped,262.21,A9OAU06I,Returned,2023-12-10,Cleared,Event_OQ5AZ,23.3
UMZTIMHO3V,BF6EBL1J,Land,"QZSFMW5DUX Street, City, Country",2023-12-15,488.24,Product_0VCK6,Delivered,595.59,91FVIO4F,Not Returned,2023-12-20,Cleared,Event_R22QU,36.09
4YOEV0ZS51,LN7JN90Z,Air,"737WZ5YB7N Street, City, Country",2023-12-20,128.5,Product_ALIWI,Delivered,916.24,7LORKC3Q,Returned,2023-12-15,Cleared,Event_Y5TI4,33.68
TRZX1CTPOF,14LJ3RIZ,Land,"ZJJPB7HQ8D Street, City, Country",2023-12-10,283.06,Product_5VRXR,In Transit,452.02,6N1MOHAK,Returned,2023-12-20,Pending,Event_E087H,18.02
FMCRQUSGMP,LYTGHYOU,Air,"X0WYXVN4S2 Street, City, Country",2023-12-10,287.71,Product_XYKQN,In Transit,204.91,EDQ0YW24,Not Returned,2023-12-10,Pending,Event_889IW,41.3
E81U7ZXBON,K08966BO,Land,"RXR3M18RHK Street, City, Country",2023-12-10,85.67,Product_CKHZL,Delivered,581.68,CPHWZAD2,Not Returned,2023-12-15,Cleared,Event_E1G4D,13.76
RD13H7XCQ5,8SOXH7GZ,Sea,"VLE9OT2CU7 Street, City, Country",2023-12-15,136.42,Product_HLH5W,Delivered,104.69,XW5BELWL,Returned,2023-12-10,Cleared,Event_VLDN9,37.53
19DGW24QLY,8LYMLASI,Land,"E42IGYJS1I Street, City, Country",2023-12-10,407.53,Product_842UK,Shipped,844.61,HBYGT3YH,Not Returned,2023-12-10,Pending,Event_DV6VV,47.1
II0TGOPUKM,TSGNPH41,Sea,"P63AR3AW67 Street, City, Country",2023-12-10,496.62,Product_7LJCJ,Shipped,326.13,KABQVV6W,Returned,2023-12-10,Pending,Event_7BYDS,32.48
61O56VJ8V6,QHNM11AG,Air,"DCDT692ST5 Street, City, Country",2023-12-15,182.08,Product_ZZVAH,Shipped,123.82,0CCBZNLV,Returned,2023-12-15,Cleared,Event_LLDMF,15.32
TCKZ9RUHK8,14WP7IV8,Sea,"E15CTCCHGV Street, City, Country",2023-12-20,254.68,Product_RBP0L,Shipped,86.0,U8KAEG50,Returned,2023-12-15,Cleared,Event_UNE2Z,45.71
KXBXO7840J,KFS6VE1V,Land,"4OMJK0048O Street, City, Country",2023-12-15,498.25,Product_FPMWX,Shipped,224.29,0FNRTA99,Not Returned,2023-12-10,Pending,Event_54P6F,41.86
4ZNK6BRLY3,J8GY7LDG,Land,"ZHQNFO7TJ6 Street, City, Country",2023-12-15,168.78,Product_RLYNK,Shipped,311.97,G1DMONTX,Returned,2023-12-20,Pending,Event_126MS,29.26
LF07CY6SZI,3NSJ2UZG,Air,"4XQNUBF0PZ Street, City, Country",2023-12-10,361.98,Product_EI8VU,In Transit,811.24,TKYGW0V0,Returned,2023-12-20,Pending,Event_SHGEF,39.98
83AVD5NZPC,PFHJ40GY,Land,"MQ8T1DX2I3 Street, City, Country",2023-12-20,179.74,Product_REVKG,Delivered,752.3,EO49V4HV,Returned,2023-12-20,Pending,Event_VKPG9,37.08
PQOK3NTTYU,XQFMN6O1,Land,"U911G032YH Street, City, Country",2023-12-20,421.93,Product_5XBDB,In Transit,537.11,SUXT5S7V,Not Returned,2023-12-20,Pending,Event_F83ZI,31.04
8EI2SLV1N0,7YRMUKRM,Land,"COHZSBPOAV Street, City, Country",2023-12-20,213.96,Product_9SG87,Delivered,350.0,VO46I70U,Not Returned,2023-12-15,Cleared,Event_ATKDO,11.1
V2QH3KGWG7,3HA7VUL7,Land,"RM3KGQ132S Street, City, Country",2023-12-15,67.29,Product_S1V3L,Shipped,725.23,UXBUY4BG,Not Returned,2023-12-15,Cleared,Event_B4LA0,16.15
H3GRPD7EDU,3YCTMQXA,Land,"H9G7NMIH3U Street, City, Country",2023-12-20,391.38,Product_FRN55,In Transit,784.68,P4KJIIO3,Not Returned,2023-12-20,Cleared,Event_8OHQU,34.39
EKY2S6OBD8,80V04680,Land,"VH96AOI0VT Street, City, Country",2023-12-20,181.55,Product_D0CWX,In Transit,945.9,8FFTPYSZ,Not Returned,2023-12-20,Pending,Event_DCD9A,34.91
0XM5F84HGZ,KA9GFCKM,Land,"CYNPNL4XXW Street, City, Country",2023-12-10,136.99,Product_4QJNV,Delivered,222.68,QFNQKQTR,Not Returned,2023-12-20,Cleared,Event_HATY6,14.11
Q87JLF0OWU,ILXFJOET,Land,"GHU8CEFV6Q Street, City, Country",2023-12-20,216.04,Product_YMPOG,Shipped,685.25,LNVD0N9W,Not Returned,2023-12-10,Cleared,Event_HHOKH,19.98
9J7ZXMXQQ0,NPWRQP4R,Sea,"BLIRTMU3JX Street, City, Country",2023-12-15,489.67,Product_JAWJ1,Delivered,171.18,VWAVVQXL,Not Returned,2023-12-15,Cleared,Event_ZY6A8,45.2
QIQ18XMLZH,5HAD76JG,Air,"CI7EABZ59K Street, City, Country",2023-12-15,87.92,Product_IOMRD,Shipped,999.47,FPX76LF6,Not Returned,2023-12-20,Pending,Event_IHLOB,49.35
XBZW8QMAOT,EVV271V6,Land,"CCQE225DC9 Street, City, Country",2023-12-10,88.65,Product_X33BL,Delivered,369.44,FFD7GXO5,Not Returned,2023-12-10,Pending,Event_51RI0,16.64
ZPG7K95MNE,RSF12E0U,Sea,"TDGL2ANX3J Street, City, Country",2023-12-10,76.98,Product_L8S0Y,In Transit,102.04,C0CX9GX5,Not Returned,2023-12-20,Pending,Event_GC3W4,45.92
VX0I9RF80G,BODUTWJJ,Air,"NQVK3Z3VTR Street, City, Country",2023-12-15,271.09,Product_5FUY4,In Transit,88.26,HANMHQ55,Not Returned,2023-12-10,Pending,Event_VK01E,17.33
WE7JMKSNT2,ZOPTBT6U,Sea,"J85118PI71 Street, City, Country",2023-12-15,168.47,Product_H4D9J,Delivered,478.16,EF77PLDG,Not Returned,2023-12-20,Cleared,Event_FTAJS,42.15
7P7QNX7YQK,TSYJGAQV,Air,"7SBUX97WC2 Street, City, Country",2023-12-10,240.2,Product_NBMYG,Shipped,91.3,MEEIZF4X,Not Returned,2023-12-20,Pending,Event_CSCTC,21.55
XMMAH2MEN5,COMJMB4Q,Air,"RR15ECK954 Street, City, Country",2023-12-20,102.15,Product_G5L53,Shipped,559.54,7UUTTUMA,Not Returned,2023-12-20,Pending,Event_PDG0U,29.09
F0GC1ER1NO,WA9LGFKG,Air,"QIY09QEKN5 Street, City, Country",2023-12-10,130.74,Product_50JHB,Shipped,861.64,OJ9VTRZS,Not Returned,2023-12-15,Pending,Event_Y6KX8,25.0
F8BY4CZRFD,H4J43QQJ,Land,"WXY3DQ09NZ Street, City, Country",2023-12-15,229.72,Product_UQS3L,Shipped,80.47,RUJXFWUA,Returned,2023-12-10,Cleared,Event_L9L87,47.57
T6RP4EVKRD,8KA3BJDY,Land,"J3Z8G4BAFV Street, City, Country",2023-12-10,173.04,Product_RS349,Shipped,925.12,60EUXR8D,Returned,2023-12-20,Cleared,Event_QO1Y6,16.38
V0Y1DREYOV,48KOEBH0,Sea,"IM3KOHRJCQ Street, City, Country",2023-12-20,75.09,Product_GBPGW,In Transit,658.87,FPQ8DN34,Not Returned,2023-12-20,Cleared,Event_V8F97,11.47
AVXC84OG8N,YOFTFFIT,Land,"YGZG4K31G6 Street, City, Country",2023-12-10,231.9,Product_4ROKU,Shipped,233.89,7OW6WCJG,Not Returned,2023-12-15,Cleared,Event_MFQ57,29.8
96NX6ZIZFG,7ZFID55Q,Air,"BQO9C1VMFS Street, City, Country",2023-12-10,455.7,Product_EXTB6,Delivered,984.79,OMXPX6VJ,Returned,2023-12-20,Pending,Event_IS4P9,45.19
QP9W6ZSJS5,JIW3J48G,Air,"4O2693H5LI Street, City, Country",2023-12-20,370.58,Product_GDHM6,In Transit,878.11,D31XWY1X,Not Returned,2023-12-15,Pending,Event_CHHCQ,10.39
8IY9C8DHO8,7SJS8NHV,Land,"RYXSO2J2JZ Street, City, Country",2023-12-15,176.81,Product_OG4LQ,Shipped,547.18,Q8M662UA,Returned,2023-12-10,Pending,Event_89V3B,40.91
S7SUUIY77J,D3S4VABG,Air,"YDSTTNPVAK Street, City, Country",2023-12-10,420.9,Product_XKG7C,Delivered,322.93,1R5ZU0YE,Returned,2023-12-15,Cleared,Event_PGTSD,22.4
BAMFIJKKK2,GNKMFUZZ,Land,"VESCYY8ULU Street, City, Country",2023-12-15,453.99,Product_MCL8D,Shipped,315.88,U3FL3B56,Returned,2023-12-20,Pending,Event_ZE9AV,31.38
L1EH4SB958,38WS2W89,Sea,"8J5EOXV7GF Street, City, Country",2023-12-15,91.79,Product_8QJ7Q,In Transit,675.61,Y5G1TSMK,Not Returned,2023-12-20,Cleared,Event_UTK0L,24.73
YF764TR7B0,GWFQ0SZW,Sea,"IE6X423VWS Street, City, Country",2023-12-15,320.88,Product_CPF13,Delivered,360.77,9D6IPYIF,Not Returned,2023-12-15,Pending,Event_5YCGC,37.27
YHRL11L1UO,H19XDFBW,Sea,"J9JDLKNT3W Street, City, Country",2023-12-15,406.97,Product_ZOEY0,Delivered,336.83,DFD9T98F,Returned,2023-12-15,Pending,Event_5RDVJ,47.12
GTJ7SLOG08,SKXYA5V6,Sea,"M0F82A3S0B Street, City, Country",2023-12-15,181.01,Product_Z32ND,In Transit,784.43,5EIU6S01,Returned,2023-12-15,Cleared,Event_JRUII,48.65
PEK6XDZ6TX,YKYUVC9U,Sea,"JWE75Y45W4 Street, City, Country",2023-12-20,163.21,Product_HJ3G4,Shipped,115.63,ZMBFFGRL,Returned,2023-12-10,Cleared,Event_5Z6IP,37.77
LBSOHR5IO5,X4IRQP3U,Land,"M5Y9SJUPIE Street, City, Country",2023-12-20,132.41,Product_G5SSB,In Transit,452.71,AAE86JRL,Returned,2023-12-20,Cleared,Event_KZNVK,14.6
K79AXBGEGB,NMRZVYC1,Air,"69NLZVJ2NK Street, City, Country",2023-12-10,479.75,Product_ZBPQH,Shipped,57.54,7436GZBQ,Not Returned,2023-12-15,Cleared,Event_F7SRG,43.96
XFB2FVPTNZ,WHOJYNBF,Land,"L8X89WNQAR Street, City, Country",2023-12-20,122.26,Product_2ZJ8A,Shipped,528.23,1IA8E446,Returned,2023-12-10,Pending,Event_ROILE,20.91
QSMTRPSNST,T0EPLTBD,Air,"6CJ8NL0DBH Street, City, Country",2023-12-20,63.67,Product_X7UQ1,Shipped,318.57,S5545IQK,Not Returned,2023-12-10,Pending,Event_O1WBC,29.21
8U8D66DWHO,RL9SVIXM,Air,"7MTI4NBJBO Street, City, Country",2023-12-20,473.07,Product_UHR4B,Delivered,689.76,0JIG0BUS,Returned,2023-12-20,Cleared,Event_5Z0CT,22.13
BTR7PSU3VC,SND4G5RN,Land,"P0B599O802 Street, City, Country",2023-12-15,360.25,Product_P0T8V,Shipped,928.59,5WZLFQ05,Not Returned,2023-12-10,Cleared,Event_MNF0I,12.84
S6D9WIEVUG,XI1EQ0CR,Land,"V18YVEILJ5 Street, City, Country",2023-12-20,181.55,Product_0QHPA,Shipped,438.74,JGFQGOCK,Returned,2023-12-10,Pending,Event_R5SFJ,15.81
FA7NGW8R5E,TPAN1MPF,Air,"U6XIC3I41Y Street, City, Country",2023-12-15,468.02,Product_ELA7T,In Transit,933.1,9CPL8QZL,Not Returned,2023-12-10,Pending,Event_45ZRR,23.32
8556PN84CD,YC2QOFJ1,Sea,"L8BEF38RVH Street, City, Country",2023-12-15,394.15,Product_XEOQ0,Shipped,921.3,20T7WI6N,Returned,2023-12-15,Cleared,Event_A49LN,42.63
33A9D75DB8,KE3OV4DD,Sea,"C3F08CZST6 Street, City, Country",2023-12-10,318.26,Product_XGCWN,Delivered,229.74,CRU5DRKU,Returned,2023-12-10,Cleared,Event_RG8H4,43.16
5VIYHBL8HZ,PK0POLKH,Air,"L6WGY3N4UH Street, City, Country",2023-12-15,174.55,Product_O8Q5Y,Shipped,987.75,A5DPKAO6,Not Returned,2023-12-10,Pending,Event_U6KX4,23.28
81UNTK8LIX,CLKBUT5G,Sea,"UALK6MBEHN Street, City, Country",2023-12-10,122.02,Product_Q9Y97,In Transit,408.2,AFTP2BJB,Not Returned,2023-12-10,Cleared,Event_6PJHP,11.71
WESO0RDJB3,PRR9ERKB,Sea,"PO8R9MBA39 Street, City, Country",2023-12-20,52.57,Product_JXJP3,Shipped,263.96,5200UJ4F,Returned,2023-12-15,Pending,Event_GFBO6,46.65
NFS2BKMDZ7,YYTBZE6E,Sea,"KITR1POB0M Street, City, Country",2023-12-15,93.45,Product_TMN3U,Delivered,865.22,QVR3I4M4,Not Returned,2023-12-15,Pending,Event_XHMHQ,13.19
VIKP3104TS,LO13NTHF,Land,"95UFSUL38G Street, City, Country",2023-12-15,413.5,Product_OD5GE,Shipped,638.26,FLMQ877D,Returned,2023-12-10,Cleared,Event_YZB12,42.53
K097GWDDV7,969NRRGL,Air,"7SKDVVBDZH Street, City, Country",2023-12-15,458.09,Product_2GDDF,Shipped,458.13,5WVUOHLB,Returned,2023-12-15,Pending,Event_BH1VZ,17.83
YJD0L0Q1M4,WQRJKQKR,Sea,"J6P7A5NYM5 Street, City, Country",2023-12-10,263.8,Product_AP5AF,Delivered,927.95,X9HAHUHQ,Not Returned,2023-12-15,Pending,Event_9AFQX,29.91
VDY0I8KT7R,WBHJWT35,Air,"RKFFU1Z4TT Street, City, Country",2023-12-20,345.74,Product_TINSD,Delivered,234.64,UFFHGZPU,Not Returned,2023-12-10,Cleared,Event_H51BO,43.98
8SJKFDGU0X,YFEQ0RWQ,Air,"YBI8N5HB5S Street, City, Country",2023-12-10,253.39,Product_W7105,In Transit,851.57,DY9N81X2,Not Returned,2023-12-15,Cleared,Event_9QZ70,48.28
MUJA6MKQNJ,3C5E0KG6,Land,"3OCE2Q68LY Street, City, Country",2023-12-15,227.54,Product_W7NB6,In Transit,203.86,MYKU7S03,Returned,2023-12-10,Pending,Event_WOWCN,14.68
7MYE190T3I,QM9DE8LD,Air,"LF2FHFCVGQ Street, City, Country",2023-12-15,73.76,Product_KMN3D,Shipped,553.33,8R941D5G,Returned,2023-12-15,Cleared,Event_5JZNN,46.16
9B3OC1870Y,XO7BF8BJ,Land,"057DRQYJ11 Street, City, Country",2023-12-20,175.84,Product_4MOBF,In Transit,312.37,1SIQA346,Returned,2023-12-20,Cleared,Event_OZBTG,39.7
4E2QGISIVZ,A3GR45HX,Air,"7I4VZMMKCO Street, City, Country",2023-12-10,74.48,Product_M1IMJ,Shipped,795.4,JYL8VHH8,Not Returned,2023-12-20,Pending,Event_GD9DG,16.8
68EPG900OX,KC4PM9RI,Sea,"HVFIDJA2SY Street, City, Country",2023-12-10,139.67,Product_T2YR3,Shipped,200.64,EDVMGBKN,Not Returned,2023-12-20,Cleared,Event_7HTWL,36.85
JT8K8B1HEZ,967GC8LU,Air,"P2EMIBB5LS Street, City, Country",2023-12-15,462.73,Product_W4OBG,In Transit,362.27,W7WYD8WN,Not Returned,2023-12-15,Cleared,Event_5EAN7,26.89
SN6DCLNVPY,LFWXX3V5,Air,"V4H4B0YK2R Street, City, Country",2023-12-15,123.39,Product_IUFTM,Delivered,496.44,SFC35ED2,Returned,2023-12-15,Cleared,Event_SUU3T,28.83
XSZ23OJB95,SFAL8T2J,Sea,"Q8SH06ZM44 Street, City, Country",2023-12-10,241.55,Product_AJP1J,Shipped,605.25,1BYF26JZ,Not Returned,2023-12-20,Cleared,Event_LD73G,39.58
6C4W9YA8L8,5NY9GGDW,Land,"8LCBIDT568 Street, City, Country",2023-12-15,463.56,Product_JR716,Delivered,561.94,AP2L1ZRG,Returned,2023-12-10,Cleared,Event_TY5Q5,44.55
X2YGD80ILU,P3QU13WK,Sea,"43IL1E38MT Street, City, Country",2023-12-20,485.77,Product_O3F7X,In Transit,769.71,HAKBG2P0,Returned,2023-12-15,Pending,Event_I7O5N,19.59
5NBZRGASZ6,KINVL6K1,Sea,"JVJ4ZI0A6G Street, City, Country",2023-12-15,480.14,Product_4J1OZ,Delivered,726.28,G4JAXH10,Not Returned,2023-12-20,Cleared,Event_POWMS,41.57
LBXN3LYG64,BV9I1L4K,Air,"KIBYOX67SP Street, City, Country",2023-12-10,158.85,Product_1HRZC,In Transit,583.56,487FNKSK,Returned,2023-12-10,Cleared,Event_H2RLN,20.86
0E337WQ2J1,V85UW0FK,Air,"A95V7MDXC5 Street, City, Country",2023-12-15,153.39,Product_N4NIG,Delivered,850.21,XKNDI1HD,Returned,2023-12-20,Cleared,Event_Z2WMO,40.77
MRVZAUGSIB,TBD505ZD,Air,"3URRXH74HK Street, City, Country",2023-12-10,463.32,Product_HYBRI,Delivered,300.16,O4721QIE,Not Returned,2023-12-10,Cleared,Event_ZD2B2,28.61
6EHKZH11XX,TUEW69N2,Land,"0P9938T3I3 Street, City, Country",2023-12-20,148.9,Product_RRKQS,In Transit,79.11,LY7Z61QK,Not Returned,2023-12-10,Cleared,Event_HGJGM,29.51
BUV9T29IX2,09LQAO6E,Sea,"2SEVYLGXLA Street, City, Country",2023-12-10,109.19,Product_Q0M5E,Shipped,697.29,PDAS9XDL,Returned,2023-12-15,Cleared,Event_XITY2,24.57
8Q3FWMSG71,M3TS103O,Sea,"EFMIY7DEEQ Street, City, Country",2023-12-10,308.73,Product_FRNVM,In Transit,857.47,5H5NQDH7,Returned,2023-12-15,Pending,Event_M9TUA,44.47
XMQQ32KUAQ,951S6KW4,Land,"QHO27YSS1L Street, City, Country",2023-12-15,176.1,Product_K6GSJ,In Transit,773.03,UDDX28R2,Returned,2023-12-10,Pending,Event_M1LPQ,38.3
JA4JYIYUHQ,AJJRAFOK,Sea,"C3KA39103A Street, City, Country",2023-12-20,314.17,Product_I4TFV,In Transit,751.32,YB10EYBU,Not Returned,2023-12-10,Pending,Event_L5DP6,32.78
XPSX42VFXY,QXQ86QQ2,Sea,"21EPGQ9Z0D Street, City, Country",2023-12-20,201.07,Product_6636W,Shipped,300.16,7X79386X,Not Returned,2023-12-15,Cleared,Event_YTO6J,31.01
UEWMMV4J2E,1KCYFKBS,Sea,"TVZH7VVKA9 Street, City, Country",2023-12-20,404.99,Product_DM2D0,Shipped,221.13,TRBZ0CTN,Not Returned,2023-12-20,Cleared,Event_4P25H,25.58
CCC361K0MJ,ZZC970TP,Land,"AGQCO29VTA Street, City, Country",2023-12-10,249.37,Product_1YED2,In Transit,60.73,RY80T9EQ,Returned,2023-12-20,Pending,Event_M4OZ8,21.98
8GT3QJ3J6C,3FABU5ZP,Air,"L8B0BS3CBF Street, City, Country",2023-12-20,157.72,Product_594YP,In Transit,548.03,L5N95BZS,Returned,2023-12-20,Cleared,Event_UBXOP,36.48
RH7CP39G9E,N0ZIC2SD,Sea,"AS5DGX5SD8 Street, City, Country",2023-12-15,102.39,Product_EA9MH,In Transit,374.75,UOXSJLG3,Returned,2023-12-15,Pending,Event_3Z2Y5,33.92
V919TU9K6T,29DHPJ72,Sea,"XOIMG7KOFF Street, City, Country",2023-12-10,462.39,Product_QOQ3D,Shipped,698.63,42V40AUZ,Not Returned,2023-12-10,Cleared,Event_PCU4A,41.91
AJ7CL7GPTP,6U6PMDMU,Land,"P99UBKO2V6 Street, City, Country",2023-12-20,449.04,Product_13H1F,Delivered,626.06,CS0FTT4N,Returned,2023-12-15,Pending,Event_KU0OQ,24.55
XBIJVJVMM6,EYKEQGFP,Air,"3L6OF87PKV Street, City, Country",2023-12-15,73.22,Product_WP9GB,In Transit,117.85,9EIKHEA2,Not Returned,2023-12-15,Pending,Event_LFPPY,27.93
OW6V7375YP,VEKF80OM,Land,"IS9CZSFP7X Street, City, Country",2023-12-15,186.08,Product_MQMDV,Delivered,90.97,F0MU3RHY,Returned,2023-12-10,Cleared,Event_XOPOP,10.24
JZQIERY1ET,OWVBFHE0,Air,"ZDFSUZYJAJ Street, City, Country",2023-12-10,130.46,Product_1QOU8,In Transit,475.6,SUBL24W4,Returned,2023-12-10,Pending,Event_4TQX5,39.55
IKR6OEWCJ1,F04JCZTA,Sea,"VN601X0RU6 Street, City, Country",2023-12-10,430.76,Product_GBY2E,Shipped,513.05,PXIWMZ65,Returned,2023-12-15,Pending,Event_K38E8,45.06
5995XGX9TU,SAEPQXRC,Land,"C6OJZ21DMR Street, City, Country",2023-12-10,362.82,Product_W9AT5,Delivered,87.1,GHL5DB26,Not Returned,2023-12-15,Pending,Event_BA4IK,44.28
CFWUBRL0SS,L45FECH3,Land,"09W7CFE469 Street, City, Country",2023-12-15,339.45,Product_NE0HF,Shipped,630.27,T2KZ7QK5,Not Returned,2023-12-10,Cleared,Event_F2J7G,46.52
8AIJTPQM5Q,28CTNMOF,Land,"UX5DR8F466 Street, City, Country",2023-12-15,252.52,Product_4M6PW,Shipped,498.02,UQYPODFP,Returned,2023-12-10,Cleared,Event_WV11O,24.63
S5FIDUR96S,EQKC4AZ3,Sea,"ANSWGD5NCI Street, City, Country",2023-12-20,343.53,Product_UPZPL,In Transit,631.28,H7HU59G2,Returned,2023-12-15,Cleared,Event_PPUOI,35.37
P7C56APKC9,4L30JCWC,Land,"T7A7E1MV68 Street, City, Country",2023-12-10,100.56,Product_DGICT,Delivered,902.06,O9I98DMB,Not Returned,2023-12-10,Cleared,Event_6UOY0,47.26
9E3AJ8AO8O,IFBEDARZ,Air,"33SP1FZU3V Street, City, Country",2023-12-20,416.19,Product_VWV4A,In Transit,278.44,HGHRGE9V,Returned,2023-12-15,Cleared,Event_8GBCH,35.91
HOA31BV4R4,7NNZAQ82,Air,"AF53ASW113 Street, City, Country",2023-12-15,183.66,Product_MEOUF,Delivered,987.22,LEV88U7Y,Returned,2023-12-15,Pending,Event_QVU4G,10.61
PHE1U4E4AD,CUM7AOCI,Air,"JYOOLH00W1 Street, City, Country",2023-12-10,72.9,Product_IL4SW,Delivered,598.57,2Y44LQVO,Not Returned,2023-12-20,Pending,Event_2HCPQ,23.97
ZSLZF1F86V,EISYK6TM,Sea,"ICUA2NFGM8 Street, City, Country",2023-12-20,368.45,Product_XTVKS,In Transit,732.33,MBBG2XM8,Returned,2023-12-15,Pending,Event_9PXOH,16.57
P2PYGB5F4L,LNRH0UXH,Sea,"XW23ER31AA Street, City, Country",2023-12-15,433.16,Product_DAGLV,Delivered,949.02,2WEHB7AL,Not Returned,2023-12-20,Cleared,Event_SZO86,44.15
JJ8XY5TACM,3S2LNVM2,Land,"1O02OCB0BE Street, City, Country",2023-12-10,243.17,Product_NUB7C,Delivered,549.71,9PTZB5W3,Returned,2023-12-15,Cleared,Event_110IN,42.99
9W5NE3ENCY,SYEDO72H,Air,"3IBBLEGOLS Street, City, Country",2023-12-10,447.79,Product_P5ITB,Shipped,281.49,Q1EQHP13,Returned,2023-12-20,Cleared,Event_YON4H,22.75
PUKI8HJ823,NG8O8NYR,Sea,"HTU5APKCNG Street, City, Country",2023-12-20,103.05,Product_EDC8N,Shipped,125.75,L0K1DFJQ,Returned,2023-12-10,Pending,Event_FC14Z,25.72
RG5DBFGJHI,ING3RHM4,Land,"C4GTOJD633 Street, City, Country",2023-12-20,66.13,Product_N5SNR,Delivered,882.77,6OYJW89Y,Not Returned,2023-12-15,Pending,Event_NS7SY,22.41
